ID_registro,ano,mes,ID_indicador,ID_cooperativa,valor
139,2023,11,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9595773674832908
140,2023,11,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0851763422370934
141,2023,12,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3491425177874043
142,2023,12,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
143,2023,12,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9520217024866262
144,2023,12,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0841910683097927
145,2024,1,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.347875922479334
146,2024,1,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
147,2024,1,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9475240561769608
148,2024,1,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0822278931087191
149,2024,2,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.348118195262643
150,2024,2,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
151,2024,2,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.946678198074412
152,2024,2,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0827632473216124
153,2024,3,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3403203289403385
154,2024,3,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
155,2024,3,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.943421793466764
156,2024,3,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0818129375644888
157,2024,4,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3243086799366304
158,2024,4,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
159,2024,4,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9402724563485312
160,2024,4,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0814065449237714
161,2024,5,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3213131619972942
162,2024,5,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
163,2024,5,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9408088879217632
164,2024,5,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.080838158974423
165,2024,6,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.317946676394001
166,2024,6,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
167,2024,6,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9394420754369835
168,2024,6,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0794843260988532
169,2024,7,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3135583839607734
170,2024,7,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
171,2024,7,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.93178488419857
172,2024,7,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0792038905220241
173,2024,8,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3142835794944945
174,2024,8,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
175,2024,8,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9323832238803628
176,2024,8,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0783723520476057
177,2024,9,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.314032173881266
178,2024,9,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
179,2024,9,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9283844132602268
180,2024,9,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0775510070545558
181,2024,10,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.31497136892815
182,2024,10,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
183,2024,10,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9240916586924364
184,2024,10,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0778152741645164
185,2024,11,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3145159576629528
186,2024,11,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
187,2024,11,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9197261543478172
188,2024,11,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0773861905038575
189,2024,12,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.336763742931954
190,2024,12,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
191,2024,12,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9135759137847655
192,2024,12,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0774825842596049
193,2025,1,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.2923214401395529
194,2025,1,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
195,2025,1,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9075719869724694
196,2025,1,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0783862404912109
197,2025,2,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.3051746507971205
198,2025,2,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
199,2025,2,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9114716538315548
200,2025,2,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.0782501219402446
201,2025,3,Quebranto Patrimonial,CAJA COOPERATIVA CREDICOOP,1.2883099117541563
202,2025,3,Relación Solvencia,CAJA COOPERATIVA CREDICOOP,0.0
203,2025,3,Relación entre Aportes sociales mínimos no reducibles y Capital Social,CAJA COOPERATIVA CREDICOOP,0.9141269153552756
204,2025,3,Relación entre el Capital Institucional y el Activo Total,CAJA COOPERATIVA CREDICOOP,0.079300188054517
