ID_registro,ano,mes,ID_indicador,ID_cooperativa,valor,categoria
161,2025,5,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.252236304970674,Micro 1
163,2025,5,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.5198132546560135,Micro 1
164,2025,5,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0809240490294519,Micro 1
165,2025,6,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2265611330941026,Micro 1
167,2025,6,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.5070844645934165,Micro 1
168,2025,6,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0734547400780396,Micro 1
169,2025,7,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2197690349674393,Micro 1
171,2025,7,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.5049289984875835,Micro 1
172,2025,7,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0724935106648775,Micro 1
173,2025,8,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.220343737721887,Micro 1
175,2025,8,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.5045585196401775,Micro 1
176,2025,8,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.072456881959714,Micro 1
177,2025,9,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2206385469174148,Micro 1
179,2025,9,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.5032194630909416,Micro 1
180,2025,9,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0716732916781472,Micro 1
181,2025,10,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2209209626905535,Micro 1
183,2025,10,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.5019190347049534,Micro 1
184,2025,10,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0702354836382899,Micro 1
185,2025,11,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.2211923063632872,Micro 1
187,2025,11,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.5014864017908178,Micro 1
188,2025,11,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0691134581769492,Micro 1
189,2025,12,Quebranto Patrimonial,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,1.220793171071224,Micro 1
191,2025,12,Relación entre Aportes sociales mínimos no reducibles y Capital Social,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.5016732319445999,Micro 1
192,2025,12,Relación entre el Capital Institucional y el Activo Total,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0717738442279688,Micro 1
193,2022,1,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0407995301659835,Micro 1
194,2022,1,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0183598363023686,Micro 1
195,2022,2,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0405837019791864,Micro 1
196,2022,2,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0181619544278678,Micro 1
197,2022,3,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0368076454017746,Micro 1
198,2022,3,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0181271238057392,Micro 1
199,2022,4,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0384291131825595,Micro 1
200,2022,4,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0180413203269077,Micro 1
201,2022,5,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0411307250259872,Micro 1
202,2022,5,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0180499577215089,Micro 1
203,2022,6,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0431100617203569,Micro 1
204,2022,6,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0171896153950574,Micro 1
205,2022,7,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0549964712825067,Micro 1
206,2022,7,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0167921356431969,Micro 1
207,2022,8,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0458020494756651,Micro 1
208,2022,8,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0165266480130182,Micro 1
209,2022,9,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0424897771642878,Micro 1
210,2022,9,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0157888584923844,Micro 1
211,2022,10,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0635934674094677,Micro 1
212,2022,10,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0154768622267877,Micro 1
213,2022,11,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0595937389517138,Micro 1
214,2022,11,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.018432730613946,Micro 1
215,2022,12,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0514484193408687,Micro 1
216,2022,12,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0220102244338997,Micro 1
217,2023,1,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0539385049548093,Micro 1
218,2023,1,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0219056550812257,Micro 1
219,2023,2,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0619168142346163,Micro 1
220,2023,2,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0215112635931806,Micro 1
221,2023,3,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0657774109223423,Micro 1
222,2023,3,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0205533279956467,Micro 1
223,2023,4,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0866265308132168,Micro 1
224,2023,4,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0204314635457706,Micro 1
225,2023,5,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0828421770148085,Micro 1
226,2023,5,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0193032247121751,Micro 1
227,2023,6,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0943057445093792,Micro 1
228,2023,6,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0193098920107623,Micro 1
229,2023,7,Indicador de calidad por riesgo,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0911671715610206,Micro 1
230,2023,7,Indicador de calidad por riesgo con castigos,AVANCOP COOPERATIVA DE AHORRO Y CREDITO,0.0192310511910072,Micro 1
